HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3FQ5JJ512MVY9NOQNUVI6IG96S1NK5,A2APG8MSLJ6G2K,Approved,Tue Apr 06 11:58:02 PDT 2021,Tue Apr 06 12:14:31 PDT 2021,Thu Apr 08 12:14:31 PDT 2021,Thu Apr 08 12:14:58 PDT 2021,,,989,100% (1/1),100% (1/1),100% (1/1),1808,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3GM6G9ZBKO4RUOTD52UAUUE5KOMTM3,A1O6WOWN2X9R9C,Submitted,Thu Apr 08 15:39:58 PDT 2021,Thu Apr 08 15:44:54 PDT 2021,Sat Apr 10 15:44:54 PDT 2021,,,,296,0% (0/0),0% (0/0),0% (0/0),5976,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3I33IC7ZWG9W8OQBPKK9KGAFQLH2AF,A2UIGDOLX5RV95,Approved,Tue Apr 06 12:47:12 PDT 2021,Tue Apr 06 18:04:01 PDT 2021,Thu Apr 08 18:04:01 PDT 2021,Thu Apr 08 18:04:58 PDT 2021,,,19009,100% (1/1),100% (1/1),100% (1/1),6492,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3I7DHKZYGO7J3CQ6IJ8ZWOOI7BL5FW,AHYTT3T8W9Y9Y,Approved,Tue Apr 06 11:58:40 PDT 2021,Tue Apr 06 12:43:04 PDT 2021,Thu Apr 08 12:43:04 PDT 2021,Thu Apr 08 12:43:58 PDT 2021,,,2664,100% (1/1),100% (1/1),100% (1/1),4885,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3JW0YLFXRUNFRHRL4958QCNVMBEWW1,A1XVEKS9O73ERE,Approved,Tue Apr 06 11:58:00 PDT 2021,Tue Apr 06 15:06:55 PDT 2021,Thu Apr 08 15:06:55 PDT 2021,Thu Apr 08 15:06:58 PDT 2021,,,11335,100% (1/1),100% (1/1),100% (1/1),5470,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3K3R2QNK8CARNHP8GYGFU4UN3UJ9UQ,A3908297ZI3LES,Approved,Tue Apr 06 11:58:07 PDT 2021,Tue Apr 06 17:45:36 PDT 2021,Thu Apr 08 17:45:36 PDT 2021,Thu Apr 08 17:45:58 PDT 2021,,,20849,100% (1/1),100% (1/1),100% (1/1),5123,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3L0KT67Y8FNQ955CZ5DVEK5QR6ISYH,A1J8TVICSRC70W,Approved,Tue Apr 06 11:58:02 PDT 2021,Tue Apr 06 14:10:20 PDT 2021,Thu Apr 08 14:10:20 PDT 2021,Thu Apr 08 14:10:58 PDT 2021,,,7938,100% (1/1),100% (1/1),100% (1/1),4347,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3LBXNTKX0S2J4LJ3L3R2EBTRXCZX95,AA0QKX3IHSXQO,Approved,Tue Apr 06 11:58:15 PDT 2021,Tue Apr 06 13:59:30 PDT 2021,Thu Apr 08 13:59:30 PDT 2021,Thu Apr 08 13:59:59 PDT 2021,,,7275,100% (1/1),100% (1/1),100% (1/1),3880,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3LJ7UR74RIKDVLZN2282Z1RD96C4NX,A37S96RT1P1IT2,Approved,Tue Apr 06 11:58:03 PDT 2021,Tue Apr 06 12:00:52 PDT 2021,Thu Apr 08 12:00:52 PDT 2021,Thu Apr 08 12:00:59 PDT 2021,,,169,100% (1/1),100% (1/1),100% (1/1),7806,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3NAPMVF0ZXMEPMSDIH8PAP8PPDB27O,A2T007HZK66WM,Approved,Tue Apr 06 11:58:03 PDT 2021,Tue Apr 06 14:43:04 PDT 2021,Thu Apr 08 14:43:04 PDT 2021,Thu Apr 08 14:43:58 PDT 2021,,,9901,100% (1/1),100% (1/1),100% (1/1),1286,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3NJM2BJS4XDGTAOFBWRCMO8W1YUCPE,A33VGSEJ44ORMF,Approved,Tue Apr 06 11:58:11 PDT 2021,Tue Apr 06 13:34:30 PDT 2021,Thu Apr 08 13:34:30 PDT 2021,Thu Apr 08 13:34:58 PDT 2021,,,5779,100% (1/1),100% (1/1),100% (1/1),9568,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3PB5A5BD0WD44G0KHWTECT2QZWG7GC,A2UJT0CG51K1YS,Approved,Tue Apr 06 11:58:13 PDT 2021,Tue Apr 06 12:37:28 PDT 2021,Thu Apr 08 12:37:28 PDT 2021,Thu Apr 08 12:37:58 PDT 2021,,,2355,100% (1/1),100% (1/1),100% (1/1),9190,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3PH3VY7DJM4JLCWQFWPFPGHD3DIWZR,A12UOIO3KBRF7M,Approved,Tue Apr 06 11:58:03 PDT 2021,Wed Apr 07 11:42:22 PDT 2021,Fri Apr 09 11:42:22 PDT 2021,Fri Apr 09 11:43:13 PDT 2021,,,85459,100% (1/1),100% (1/1),100% (1/1),8294,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3PS7W85Z809CN4AJGTQ5P88LKGC9TZ,A2LF84L3K71GR2,Approved,Tue Apr 06 11:58:06 PDT 2021,Tue Apr 06 15:31:54 PDT 2021,Thu Apr 08 15:31:54 PDT 2021,Thu Apr 08 15:31:58 PDT 2021,,,12828,100% (1/1),100% (1/1),100% (1/1),5403,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3PZDLQMM0USK13N99YG0QB03QO72CM,A22NU39DIQOJZ,Approved,Tue Apr 06 12:24:21 PDT 2021,Tue Apr 06 16:12:27 PDT 2021,Thu Apr 08 16:12:27 PDT 2021,Thu Apr 08 16:12:58 PDT 2021,,,13686,100% (1/1),100% (1/1),100% (1/1),6434,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3QAPZX2QN5K07BSTXINGVAY2HZ502M,AMTTB8JUWRRM7,Approved,Tue Apr 06 11:58:08 PDT 2021,Wed Apr 07 04:22:42 PDT 2021,Fri Apr 09 04:22:42 PDT 2021,Fri Apr 09 04:23:03 PDT 2021,,,59074,100% (1/1),100% (1/1),100% (1/1),8340,,
3SU800BH86ZVTW917XMZRFPPRIXUQJ,3MFWWXCWB1EPNBH00QSICKFKNL2C60,Answer a survey about clothing and shopping experiences,"We are conducting an academic survey about shopping preferences. Please select the link below to complete the survey. At the end of the survey, you will receive a code to paste into the box below to receive credit for taking our survey. Thank you!","survey, shopping, clothes",$0.80,Tue Apr 06 11:57:54 PDT 2021,50,BatchId:4397928;OriginalHitTemplateId:920937340;,172800,172800,Fri Apr 09 14:27:54 PDT 2021,,,3QEMNNSB2Y61SWQTF6S668ZTM407D2,AS2MFSWNC5CQI,Approved,Tue Apr 06 11:58:08 PDT 2021,Tue Apr 06 12:19:00 PDT 2021,Thu Apr 08 12:19:00 PDT 2021,Thu Apr 08 12:19:58 PDT 2021,,,1252,100% (2/2),100% (2/2),100% (1/1),8573,,
